Frame,Chamber_1,Chamber_2,Chamber_3
0,1.0,1.0,46.37544693864815
1,1.0,1.0,46.37544693864815
2,1.0,1.0,46.37544693864815
3,1.0,1.0,46.37544693864815
4,1.0,1.0,46.37544693864815
5,1.0,1.0,46.37544693864815
6,1.0,1.0,46.37544693864815
7,1.0,1.0,46.37544693864815
8,1.0,1.0,46.37544693864815
9,1.0,1.0,46.37544693864815
10,1.0,1.0,12.88784883080328
11,1.0,1.0,12.88784883080328
12,1.0,1.0,12.88784883080328
13,1.0,1.0,12.88784883080328
14,1.0,1.0,12.88784883080328
15,1.0,1.0,12.88784883080328
16,1.0,1.0,12.88784883080328
17,1.0,1.0,12.88784883080328
18,1.0,1.0,12.88784883080328
19,1.0,1.0,12.88784883080328
20,1.0,1.0,60.507176898988284
21,1.0,1.0,60.507176898988284
22,1.0,1.0,60.507176898988284
23,1.0,1.0,60.507176898988284
24,1.0,1.0,60.507176898988284
25,1.0,1.0,60.507176898988284
26,1.0,1.0,60.507176898988284
27,1.0,1.0,60.507176898988284
28,1.0,1.0,60.507176898988284
29,1.0,1.0,60.507176898988284
30,1.0,1.0,13.977148112944704
31,1.0,1.0,13.977148112944704
32,1.0,1.0,13.977148112944704
33,1.0,1.0,13.977148112944704
34,1.0,1.0,13.977148112944704
35,1.0,1.0,13.977148112944704
36,1.0,1.0,13.977148112944704
37,1.0,1.0,13.977148112944704
38,1.0,1.0,13.977148112944704
39,1.0,1.0,13.977148112944704
40,1.0,1.0,7.336555747960863
41,1.0,1.0,7.336555747960863
42,1.0,1.0,7.336555747960863
43,1.0,1.0,7.336555747960863
44,1.0,1.0,7.336555747960863
45,1.0,1.0,7.336555747960863
46,1.0,1.0,7.336555747960863
47,1.0,1.0,7.336555747960863
48,1.0,1.0,7.336555747960863
49,1.0,1.0,7.336555747960863
50,1.0,1.0,50.28312254487282
51,1.0,1.0,50.28312254487282
52,1.0,1.0,50.28312254487282
53,1.0,1.0,50.28312254487282
54,1.0,1.0,50.28312254487282
55,1.0,1.0,50.28312254487282
56,1.0,1.0,50.28312254487282
57,1.0,1.0,50.28312254487282
58,1.0,1.0,50.28312254487282
59,1.0,1.0,50.28312254487282
