Frame,Chamber_1,Chamber_2,Chamber_3
0,1.0,1.0,1.0
1,2.15148390458908,4.231845336019536,1.4077776688132757
2,3.3029678091781594,7.463690672039071,1.8155553376265514
3,4.454451713767239,10.695536008058607,2.2233330064398267
4,5.605935618356319,13.927381344078142,2.631110675253103
5,6.757419522945399,17.159226680097678,3.038888344066378
6,7.908903427534478,20.391072016117214,3.446666012879654
7,9.060387332123558,23.62291735213675,3.8544436816929295
8,10.211871236712637,26.854762688156285,4.262221350506206
9,11.363355141301717,30.08660802417582,4.669999019319481
10,12.514839045890797,33.318453360195356,5.077776688132756
11,13.666322950479877,36.550298696214895,5.485554356946032
12,14.817806855068955,39.78214403223443,5.893332025759308
13,15.969290759658035,43.01398936825396,6.301109694572584
14,17.120774664247115,46.2458347042735,6.708887363385859
15,18.272258568836197,49.47768004029304,7.116665032199135
16,19.423742473425275,52.70952537631257,7.52444270101241
17,20.575226378014353,55.9413707123321,7.932220369825686
18,21.726710282603435,59.17321604835164,8.339998038638962
19,22.878194187192513,62.40506138437118,8.747775707452238
20,24.029678091781594,65.63690672039071,9.155553376265512
21,25.181161996370673,68.86875205641024,9.563331045078789
22,26.332645900959754,72.10059739242979,9.971108713892065
23,27.484129805548832,75.33244272844932,10.37888638270534
24,28.63561371013791,78.56428806446885,10.786664051518615
25,29.787097614726992,81.79613340048839,11.194441720331891
26,30.93858151931607,85.02797873650792,11.602219389145167
27,32.09006542390515,88.25982407252746,12.009997057958442
28,33.24154932849423,91.491669408547,12.417774726771718
29,34.39303323308331,94.72351474456653,12.825552395584994
30,34.39303323308331,94.72351474456653,12.825552395584994
31,33.24154932849423,91.491669408547,12.417774726771718
32,32.09006542390515,88.25982407252746,12.009997057958444
33,30.93858151931607,85.02797873650792,11.602219389145167
34,29.78709761472699,81.79613340048839,11.194441720331891
35,28.63561371013791,78.56428806446885,10.786664051518617
36,27.484129805548832,75.33244272844931,10.37888638270534
37,26.33264590095975,72.10059739242978,9.971108713892065
38,25.18116199637067,68.86875205641024,9.563331045078789
39,24.02967809178159,65.63690672039071,9.155553376265512
40,22.878194187192513,62.40506138437117,8.747775707452238
41,21.72671028260343,59.173216048351634,8.339998038638962
42,20.575226378014353,55.9413707123321,7.932220369825687
43,19.42374247342527,52.70952537631257,7.52444270101241
44,18.272258568836193,49.47768004029303,7.116665032199135
45,17.12077466424711,46.24583470427349,6.708887363385859
46,15.969290759658033,43.01398936825396,6.301109694572584
47,14.817806855068955,39.78214403223443,5.8933320257593085
48,13.666322950479874,36.55029869621489,5.485554356946032
49,12.514839045890795,33.31845336019535,5.077776688132757
50,11.363355141301714,30.086608024175817,4.669999019319482
51,10.211871236712636,26.854762688156285,4.262221350506206
52,9.060387332123554,23.62291735213674,3.8544436816929295
53,7.908903427534476,20.391072016117207,3.4466660128796534
54,6.757419522945398,17.159226680097674,3.038888344066379
55,5.605935618356316,13.927381344078142,2.631110675253103
56,4.454451713767238,10.69553600805861,2.2233330064398267
57,3.3029678091781562,7.463690672039064,1.8155553376265523
58,2.151483904589078,4.231845336019532,1.4077776688132762
59,1.0,1.0,1.0
