Frame,Chamber_1,Chamber_2,Chamber_3
0,1.0,1.0,45.858648977738056
1,1.0,1.0,45.858648977738056
2,1.0,1.0,45.858648977738056
3,1.0,1.0,45.858648977738056
4,1.0,1.0,45.858648977738056
5,1.0,1.0,45.858648977738056
6,1.0,1.0,45.858648977738056
7,1.0,1.0,45.858648977738056
8,1.0,1.0,45.858648977738056
9,1.0,1.0,45.858648977738056
10,1.0,1.0,91.03211956638553
11,1.0,1.0,91.03211956638553
12,1.0,1.0,91.03211956638553
13,1.0,1.0,91.03211956638553
14,1.0,1.0,91.03211956638553
15,1.0,1.0,91.03211956638553
16,1.0,1.0,91.03211956638553
17,1.0,1.0,91.03211956638553
18,1.0,1.0,91.03211956638553
19,1.0,1.0,91.03211956638553
20,1.0,1.0,25.197306197589516
21,1.0,1.0,25.197306197589516
22,1.0,1.0,25.197306197589516
23,1.0,1.0,25.197306197589516
24,1.0,1.0,25.197306197589516
25,1.0,1.0,25.197306197589516
26,1.0,1.0,25.197306197589516
27,1.0,1.0,25.197306197589516
28,1.0,1.0,25.197306197589516
29,1.0,1.0,25.197306197589516
30,1.0,1.0,17.547143092297585
31,1.0,1.0,17.547143092297585
32,1.0,1.0,17.547143092297585
33,1.0,1.0,17.547143092297585
34,1.0,1.0,17.547143092297585
35,1.0,1.0,17.547143092297585
36,1.0,1.0,17.547143092297585
37,1.0,1.0,17.547143092297585
38,1.0,1.0,17.547143092297585
39,1.0,1.0,17.547143092297585
40,1.0,1.0,47.72726103234453
41,1.0,1.0,47.72726103234453
42,1.0,1.0,47.72726103234453
43,1.0,1.0,47.72726103234453
44,1.0,1.0,47.72726103234453
45,1.0,1.0,47.72726103234453
46,1.0,1.0,47.72726103234453
47,1.0,1.0,47.72726103234453
48,1.0,1.0,47.72726103234453
49,1.0,1.0,47.72726103234453
50,1.0,1.0,3.153618890010192
51,1.0,1.0,3.153618890010192
52,1.0,1.0,3.153618890010192
53,1.0,1.0,3.153618890010192
54,1.0,1.0,3.153618890010192
55,1.0,1.0,3.153618890010192
56,1.0,1.0,3.153618890010192
57,1.0,1.0,3.153618890010192
58,1.0,1.0,3.153618890010192
59,1.0,1.0,3.153618890010192
